Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
4/25/2012,Albany,13.2,25.6,0,3.6,3.3,NA,NA,NA,WNW,0,4,70,43,1023.7,1021.2,8,6,16.4,23.5,No,No
4/26/2012,Albany,13.8,23.6,0,1.8,4,NA,NA,WNW,ESE,2,7,81,58,1023,1020.9,8,4,16.4,22.9,No,No
4/27/2012,Albany,16.1,21,0,2.2,0,NA,NA,NNE,NA,2,0,64,67,1020.4,1019.3,8,8,19.4,20.7,No,No
4/28/2012,Albany,17,21.2,0.2,1,0,NA,NA,NA,E,0,22,81,75,1016.7,1012.7,8,8,18.8,20.8,No,No
4/29/2012,Albany,16,25.2,0.2,1.2,2.7,NA,NA,N,NNW,7,6,72,90,1007.4,1003.9,4,8,20,19.5,No,Yes
4/30/2012,Albany,17.3,19.8,11.6,3.2,6.6,NA,NA,SW,SSW,24,22,64,78,1015.7,1018.5,6,7,17.8,16.5,Yes,Yes
5/1/2012,Albany,12.6,17.8,4.7,2,0.2,NA,NA,NNE,NE,6,11,85,55,1028.1,1027.4,8,8,13.8,16.6,Yes,No
5/2/2012,Albany,11.6,21.8,0,2.4,9.8,NA,NA,NNE,E,4,24,73,56,1027.5,1022.7,1,6,14.6,19.9,No,No
5/3/2012,Albany,14.4,22,0.8,3.2,5.8,NA,NA,ESE,E,15,19,75,59,1017.6,1013.3,7,7,17,21.2,No,No
5/4/2012,Albany,13.6,21.8,0,2.4,NA,NA,NA,NE,NA,6,NA,86,81,1016.5,1013.9,6,8,16.8,20.4,No,Yes
5/5/2012,Albany,16.5,24.6,4.4,NA,NA,NA,NA,NNW,WSW,15,24,77,76,1006.5,1004.1,6,7,18.8,20,Yes,Yes
5/6/2012,Albany,14.2,17.6,14,NA,NA,NA,NA,WSW,W,26,9,83,54,1009.2,1009.6,8,7,15.6,16.2,Yes,No
5/7/2012,Albany,10,20.9,1,NA,NA,NA,NA,NNW,NW,6,24,74,84,1003.4,999,6,7,14.9,16.4,No,Yes
5/8/2012,Albany,9.5,15.1,16,NA,NA,NA,NA,NNW,WNW,11,9,86,86,1007.4,1010,7,8,11.8,13.5,Yes,Yes
5/9/2012,Albany,10.6,21,8.4,1.2,NA,NA,NA,NNW,WNW,15,7,74,71,1017.7,1016.7,1,7,14.6,18,Yes,Yes
5/10/2012,Albany,13.9,18.6,2.8,NA,NA,NA,NA,NNW,SSW,2,4,86,64,1023.7,1023.2,7,6,14.9,17.8,Yes,No
5/11/2012,Albany,12.4,18.6,0,NA,NA,NA,NA,NNW,E,11,6,83,69,1026.7,1024.6,3,1,15,18,No,No
5/12/2012,Albany,11,23,0,NA,NA,NA,NA,NNE,ENE,19,20,71,55,1023.7,1018.7,1,4,14,20.4,No,No
5/13/2012,Albany,13.6,24.3,0,3.4,5,NA,NA,N,ESE,4,9,59,64,1015.8,1012.4,6,7,17.7,20.1,No,Yes
5/14/2012,Albany,10.1,19.2,7.8,3.8,6.7,NA,NA,N,SW,2,4,88,74,1017.5,1016.6,8,5,14,17.8,Yes,No
5/15/2012,Albany,13.2,16.9,0.2,1.4,1.4,NA,NA,NNW,WSW,9,11,90,94,1019.7,1019.7,8,8,14.9,15.3,No,Yes
5/16/2012,Albany,9.3,18.6,10.8,0,8,NA,NA,N,SW,2,6,89,73,1020.7,1017.5,5,4,13.8,18.2,Yes,Yes
5/17/2012,Albany,11.8,18.4,1.4,2.4,4.7,NA,NA,WNW,NW,4,13,89,77,1018.4,1017.5,6,7,13.8,16.8,Yes,Yes
5/18/2012,Albany,13.1,17.5,3.2,2.2,5.3,NA,NA,NNE,NNE,6,7,88,74,1025.7,1024.9,6,6,14.9,16,Yes,No
5/19/2012,Albany,9.3,22.5,0,1.4,9.6,NA,NA,N,NNW,2,6,94,46,1027.5,1023.7,0,1,11.5,21.5,No,No
5/20/2012,Albany,10.9,20,0,2.2,6.1,NA,NA,W,WSW,2,7,79,74,1023.8,1022,7,6,11.9,18.9,No,Yes
5/21/2012,Albany,11.5,18.4,1.4,0.2,7.9,NA,NA,WNW,WSW,6,13,92,71,1025.2,1023.7,6,7,13.8,17.8,Yes,No
5/22/2012,Albany,13.4,19.4,0,2.6,3.5,NA,NA,NW,SW,7,35,73,79,1025.7,1025.6,7,6,15.5,16.9,No,No
5/23/2012,Albany,12.7,15.5,0.2,2,8.2,NA,NA,S,SSW,15,13,66,61,1035.4,1034.9,6,5,14.1,14.8,No,No
5/24/2012,Albany,5,18,0,2.2,9.4,NA,NA,NA,W,NA,2,87,53,1034.7,1031.6,1,1,9,16.8,No,No
5/25/2012,Albany,6.5,21,0,2.2,7.5,NA,NA,WSW,WSW,4,11,77,65,1031.6,1028.8,7,4,10,18.5,No,Yes
5/26/2012,Albany,9.8,18.2,8.6,1,0.2,NA,NA,NNW,NA,4,0,97,88,1030.6,1029.2,8,8,15.3,18.1,Yes,No
5/27/2012,Albany,12.4,21.2,0,0,4.3,NA,NA,NA,ESE,0,9,94,76,1031.4,1028.9,5,2,14.4,19.7,No,No
5/28/2012,Albany,11.6,21.2,0,3,9,NA,NA,NNW,ESE,6,19,85,62,1030.1,1026.7,2,0,13.3,19.5,No,No
5/29/2012,Albany,8.7,23.1,0,1,9.5,NA,NA,N,N,11,6,71,37,1027.9,1023.4,0,0,11.2,21.7,No,No
5/30/2012,Albany,10.4,24.4,0,3.6,7.7,NA,NA,NNW,N,13,11,71,30,1020.8,1017,5,7,17.1,22.8,No,Yes
5/31/2012,Albany,14.5,17.3,6.8,3.6,0.1,NA,NA,ESE,ENE,22,6,94,87,1019.7,1018.5,8,8,16,16,Yes,Yes
6/1/2012,Albany,14.4,18.5,15.6,2.6,0.1,NA,NA,SW,SW,37,39,88,85,1022.2,1021.6,8,8,15.4,15.6,Yes,Yes
6/2/2012,Albany,13,20.7,49.4,NA,7.5,NA,NA,ENE,E,2,19,84,55,1022.3,1021.3,7,5,15.8,19.9,Yes,No
6/3/2012,Albany,12.9,20.3,0,3.8,7.6,NA,NA,ENE,E,11,20,61,64,1023.1,1021,3,7,13.4,18.1,No,No
6/4/2012,Albany,11.9,19.3,0,3.8,3,NA,NA,NE,E,9,6,68,63,1023,1021.2,7,7,12.8,17.9,No,No
6/5/2012,Albany,11.4,19,0,1.6,4.1,NA,NA,NE,E,4,7,73,58,1024.1,1021,7,6,12.5,18,No,No
6/6/2012,Albany,12,18.7,0,1.8,3.8,NA,NA,ENE,ENE,19,13,61,53,1019,1013.6,7,6,13.5,16.8,No,Yes
6/7/2012,Albany,11.6,14.8,4.4,3,0.3,NA,NA,NNE,NNE,13,2,89,94,1011.2,1010,8,8,11.7,14.5,Yes,Yes
6/8/2012,Albany,8.5,19.3,5.4,1.8,9.5,NA,NA,NW,WSW,6,4,97,67,1016.9,1016.6,1,1,10.2,18.5,Yes,No
6/9/2012,Albany,10.2,20.6,0,3.2,7.3,NA,NA,NA,E,0,11,92,76,1019.4,1016,1,6,11.8,18.4,No,No
6/10/2012,Albany,11.8,18.5,0,0.4,0,NA,NA,NNE,ENE,7,20,80,96,1005.1,989.9,8,8,15.5,15.1,No,Yes
6/11/2012,Albany,14.8,17,10.8,1.6,4.2,NA,NA,NW,NW,19,19,69,77,994.9,996.6,7,6,16.5,11.3,Yes,Yes
6/12/2012,Albany,8.6,17.1,10,1.6,6,NA,NA,NNW,NNW,13,11,76,56,1005.6,1001,7,4,10.9,16.5,Yes,Yes
6/13/2012,Albany,10.4,12.6,24.2,5.6,4.7,NA,NA,SW,WSW,56,43,55,68,1006.1,1010.2,5,6,12.1,11.3,Yes,Yes
6/14/2012,Albany,7.2,15.9,5.6,2,2.1,NA,NA,NW,NNW,9,9,74,67,1012,1008.5,7,7,9.4,13.8,Yes,Yes
6/15/2012,Albany,9.4,16.6,7.6,1,3.5,NA,NA,WSW,SW,26,31,94,71,1015.6,1016.6,8,6,14.3,15.8,Yes,Yes
6/16/2012,Albany,11.9,18.1,7.8,1.4,5.9,NA,NA,NNW,WNW,22,4,88,80,1021.7,1020.6,3,7,13.1,16.8,Yes,No
6/17/2012,Albany,12,20.9,0,1,8.7,NA,NA,NNW,NW,6,11,91,59,1023.7,1021.7,5,4,13.6,19.6,No,No
6/18/2012,Albany,11,20.8,0,1.2,8.4,NA,NA,N,NNW,2,13,89,52,1022.7,1017,1,1,11.8,20.1,No,Yes
6/19/2012,Albany,NA,15.2,5,2.8,1.9,NA,NA,NNW,SSW,11,11,91,78,1007.8,1010,8,7,15,13.9,Yes,Yes
6/20/2012,Albany,8,12.6,39.8,2.4,2.7,NA,NA,NNW,WNW,7,9,93,89,1014.7,1012.8,7,8,8,8.6,Yes,Yes
6/21/2012,Albany,8.4,14.3,13.4,1.2,6.2,NA,NA,SSW,SW,9,11,60,64,1027.1,1028.2,5,7,12.5,13.2,Yes,Yes
6/22/2012,Albany,10.3,17,2.4,1.2,1,NA,NA,W,WNW,2,4,89,73,1031.7,1030.5,8,7,10.9,15.4,Yes,No
6/23/2012,Albany,10.1,18.4,0.6,1.2,5,NA,NA,NW,NW,7,7,80,64,1032,1030,6,3,11.7,16.6,No,No
6/24/2012,Albany,8.5,18.3,0,1,8.1,NA,NA,N,NW,4,6,88,48,1032.4,1029.8,6,2,8.9,17.5,No,No
6/25/2012,Albany,7.5,17.3,0,1.2,5.4,NA,NA,NNE,NE,9,6,75,54,1030.6,1025.9,1,7,9,16,No,No
6/26/2012,Albany,NA,19.1,0,3.8,5.4,NA,NA,NNE,NNW,9,19,42,44,1015.9,1010,6,7,15.1,18.4,No,No
6/27/2012,Albany,13.2,15.8,0,3,6.2,NA,NA,NNW,WSW,15,22,79,66,1011,1013.8,2,7,14.5,13.5,No,Yes
6/28/2012,Albany,9.3,14.3,8.6,2.4,4.4,NA,NA,SW,SW,33,39,77,67,1017.9,1019.8,7,7,13.3,13.1,Yes,Yes
6/29/2012,Albany,8.5,16,3,2,3.5,NA,NA,WNW,NW,4,4,90,84,1024.3,1022.9,5,8,11.6,14.9,Yes,Yes
6/30/2012,Albany,10.5,18.2,4.4,0,6.3,NA,NA,NW,NA,6,NA,96,NA,1025.8,1024.2,5,NA,11,NA,Yes,No
7/1/2012,Albany,11,19.5,0,1.2,5,NA,NA,NW,W,2,6,88,72,1028,1026.2,7,4,13,17.6,No,No
7/2/2012,Albany,8.6,19.7,0.8,1,8.7,NA,NA,N,WSW,6,6,91,64,1028.6,1025.5,2,1,10.7,18.4,No,No
7/3/2012,Albany,7.1,20.5,0,1.6,9.6,NA,NA,N,N,2,6,84,39,1027.7,1024.6,1,2,10.1,20,No,No
7/4/2012,Albany,6.8,20.4,0,2,8.5,NA,NA,N,NNW,2,9,80,37,1025.8,1023.7,1,0,8.6,19.5,No,No
7/5/2012,Albany,6.9,21.8,0,3.4,7.8,NA,NA,N,NNW,6,6,56,40,1023.8,1020.2,1,7,10.7,19.8,No,No
7/6/2012,Albany,10,17.2,1,0.4,1.6,NA,NA,NNW,NNW,9,9,79,75,1018.8,1016.6,8,6,13.5,16.9,No,Yes
7/7/2012,Albany,11,13.6,14.2,1.6,1.2,NA,NA,SSW,NA,7,NA,95,NA,1019,NA,8,NA,11.4,NA,Yes,Yes
7/8/2012,Albany,9.2,13.3,18,0.8,8,NA,NA,SSW,SSW,33,17,68,49,1021,1022,6,3,11.7,12.8,Yes,Yes
7/9/2012,Albany,5.8,15.4,1.6,2.8,6.3,NA,NA,NA,ENE,0,13,93,64,1023.6,1019.9,7,6,7.8,13.9,Yes,No
7/10/2012,Albany,7.6,15.4,0,1.6,2.7,NA,NA,NE,E,2,13,63,65,1010.3,1004.9,6,4,9.5,13.2,No,Yes
7/11/2012,Albany,9.2,14.4,8.2,2.6,6.2,NA,NA,S,S,31,31,61,59,1015.6,1019.1,3,6,13.5,13.2,Yes,No
7/12/2012,Albany,11,14.9,0.8,1.4,4.9,NA,NA,SW,SSW,9,26,83,89,1025.3,1023.1,5,7,11.8,12.6,No,Yes
7/13/2012,Albany,11.8,16.5,3.4,1.4,5.3,NA,NA,SW,SSW,19,6,72,66,1024.8,1023.8,5,5,13.5,14.1,Yes,No
7/14/2012,Albany,10.2,17.4,0.4,1,7.4,NA,NA,NW,WNW,11,11,78,66,1023.6,1020.4,3,7,12.1,17,No,Yes
7/15/2012,Albany,11.5,19.7,1.4,1.8,3.7,NA,NA,NNW,NW,13,11,96,61,1021.9,1017.9,7,2,12.1,18.1,Yes,Yes
7/16/2012,Albany,11.9,15.6,2.8,1.8,5.6,NA,NA,NW,WSW,13,31,89,67,1017.8,1017.7,6,5,13.4,14.6,Yes,Yes
7/17/2012,Albany,8.7,13.4,13.4,2.4,4,NA,NA,WNW,S,17,13,84,61,1025.2,1026.7,7,6,10.5,12.6,Yes,No
7/18/2012,Albany,8,15,0,1.2,2.1,NA,NA,NW,WNW,9,11,72,63,1030.2,1027.1,6,8,10.8,14.6,No,No
7/19/2012,Albany,10.6,17,0,1.4,2.3,NA,NA,NW,NNW,9,4,82,72,1025.8,1023.7,7,5,12.5,16.8,No,No
7/20/2012,Albany,10.9,18.9,0,0.6,5.3,NA,NA,NW,NW,7,6,81,67,1027.6,1026.3,4,7,13,17.6,No,No
7/21/2012,Albany,7.3,22.1,0,1,9.9,NA,NA,N,N,2,6,87,37,1029.2,1024.9,0,0,9,20.6,No,No
7/22/2012,Albany,6.7,17.9,0,2.2,4.9,NA,NA,NA,NA,0,0,81,68,1020.4,1016.3,4,7,9,15.9,No,No
7/23/2012,Albany,8.4,14.5,0,1,1.8,NA,NA,WNW,SW,9,19,91,96,1016.2,1016.1,7,8,12.2,11.5,No,Yes
7/24/2012,Albany,9.3,14.2,8.2,2.2,7.4,NA,NA,SW,SW,24,19,55,65,1024.6,1025.5,5,5,11.2,12,Yes,Yes
7/25/2012,Albany,8.4,15.6,3.4,1.2,6.8,NA,NA,WNW,SW,7,30,92,59,1028.9,1028.2,6,3,10.4,14.5,Yes,Yes
7/26/2012,Albany,10.3,15.6,3,1.8,6.1,NA,NA,SW,WSW,4,17,75,80,1031.5,1029.3,5,5,13.2,15.1,Yes,No
7/27/2012,Albany,8.8,15.4,0,1,5,NA,NA,NW,SSW,7,4,87,81,1030.7,1028.7,6,6,11,14.7,No,No
7/28/2012,Albany,7,16.1,0,1.2,8.4,NA,NA,N,E,6,11,90,74,1032.3,1030.4,5,7,10.3,15.7,No,No
7/29/2012,Albany,8.5,20.6,0,2.2,9.3,NA,NA,N,N,9,9,86,88,1032.4,1028.6,6,3,11,18.9,No,No
7/30/2012,Albany,10.2,20.7,0,3.2,7.9,NA,NA,NNE,N,6,13,64,40,1025.1,1019.6,5,7,13,18.7,No,No
7/31/2012,Albany,12.8,20.1,0,3.4,2.6,NA,NA,NNW,WNW,13,19,51,92,1011.8,1008.3,8,8,15.7,14.4,No,Yes
8/1/2012,Albany,8.3,15.7,3,2.8,8.6,NA,NA,WNW,WSW,9,41,76,66,1013.8,1014.3,4,7,11.1,13.6,Yes,Yes
8/2/2012,Albany,6.5,18.4,2.8,3,8.4,NA,NA,NW,NW,15,15,69,55,1017.3,1012.6,1,4,10.6,16.6,Yes,Yes
8/3/2012,Albany,10.2,16.9,9.8,2.8,6.5,NA,NA,NW,WNW,11,9,76,55,1017.2,1015.3,7,3,11.8,15.3,Yes,Yes
8/4/2012,Albany,10.9,17.1,2.4,1.2,7.5,NA,NA,WNW,WSW,9,28,94,65,1016.3,1017.9,6,5,12.2,15.1,Yes,No
8/5/2012,Albany,8.1,19.2,0,3,7.3,NA,NA,NNW,NW,11,13,63,52,1021.1,1018,1,7,11.5,16.9,No,No
8/6/2012,Albany,11.3,21.5,0,2.8,6.7,NA,NA,NW,WNW,17,7,74,88,1010.7,1007,3,8,15.5,15.2,No,Yes
8/7/2012,Albany,8.4,13.6,6.8,2.6,6.1,NA,NA,NNW,W,13,11,71,85,1012.4,1014.2,2,7,10.3,11.3,Yes,Yes
8/8/2012,Albany,7,15.2,9.4,2.4,6.8,NA,NA,NW,SSW,9,4,84,60,1024.5,1024.8,3,6,9.9,14.7,Yes,No
8/9/2012,Albany,5.2,18,0,1,10.2,NA,NA,N,NNW,4,9,87,40,1028.9,1026,1,1,8.8,17.4,No,No
8/10/2012,Albany,4.5,21,0,3,10,NA,NA,NA,ESE,0,15,77,57,1028.2,1023.8,1,4,9,18.2,No,No
8/11/2012,Albany,9.2,21.4,0,1.8,6.7,NA,NA,ENE,NW,6,6,53,65,1021.4,1016.6,2,6,15.5,19.1,No,Yes
8/12/2012,Albany,14.2,17.8,4.2,2.8,0.7,NA,NA,N,NW,6,13,94,81,1009.9,1004.3,8,8,15,16.7,Yes,Yes
8/13/2012,Albany,7.4,14.1,18,4.6,8.8,NA,NA,WSW,WSW,31,11,63,60,1019.4,1019.9,3,7,10.8,13.2,Yes,No
8/14/2012,Albany,9,15,0.8,1.8,3.8,NA,NA,NW,SW,13,39,85,73,1018.6,1018.7,7,7,11.6,14.3,No,Yes
8/15/2012,Albany,9.8,14.4,4,2.6,5.8,NA,NA,NW,WSW,6,30,82,63,1024.9,1024.1,7,3,11.3,14,Yes,No
8/16/2012,Albany,10.2,15.4,0,1.2,1.3,NA,NA,SW,SW,30,19,65,67,1025.6,1024.7,8,7,13.2,14,No,No
8/17/2012,Albany,10.1,17.7,0.8,1.4,4,NA,NA,WSW,ESE,2,13,89,74,1025.9,1022.3,8,5,12,15.5,No,No
8/18/2012,Albany,7.2,21.5,0,0.8,10.4,NA,NA,NNW,NNW,4,2,91,48,1024.1,1020.3,1,1,9.7,20,No,No
8/19/2012,Albany,9.8,19,0,2,4.1,NA,NA,WNW,SW,6,17,77,84,1018.3,1017,3,8,12.8,15.8,No,Yes
8/20/2012,Albany,12.3,14.7,1.6,1.6,0.8,NA,NA,E,E,15,11,67,71,1019.9,1015.3,7,8,12.9,12.9,Yes,Yes
8/21/2012,Albany,9.6,17.7,3.4,2.2,3.2,NA,NA,N,W,13,22,86,86,999.7,996.6,8,7,14.6,17,Yes,Yes
8/22/2012,Albany,7.4,12.6,12.4,1,5.7,NA,NA,W,WSW,59,54,63,66,1010.8,1013.4,7,6,10.9,11.8,Yes,Yes
8/23/2012,Albany,8.3,15,5.8,4.2,2.2,NA,NA,W,WSW,6,30,92,70,1018.7,1019.3,7,7,11.6,14.8,Yes,Yes
8/24/2012,Albany,9,18.6,3,0.6,9.3,NA,NA,W,SW,6,11,85,61,1023,1021.3,7,8,12.1,17,Yes,No
8/25/2012,Albany,9.1,21.1,0.2,1.8,10,NA,NA,N,SE,4,13,93,74,1025,1021.3,1,4,13,17.1,No,No
8/26/2012,Albany,8.4,21.1,0,2.8,7.7,NA,NA,W,W,7,15,83,49,1015.8,1012.4,0,8,13.9,19.8,No,Yes
8/27/2012,Albany,10.5,17.6,3.4,3.8,2.8,NA,NA,WNW,WNW,4,7,80,53,1016.6,1014.1,3,7,12.8,17.1,Yes,No
8/28/2012,Albany,9.4,17.6,0,2.4,7.6,NA,NA,NW,W,15,11,67,79,1010.5,1010.9,2,7,13.8,15,No,Yes
8/29/2012,Albany,10.4,16.2,9.6,4.2,5,NA,NA,W,NNW,6,9,84,66,1020.5,1021.2,7,8,12.6,15,Yes,No
8/30/2012,Albany,7.3,21.4,0,1.8,10.7,NA,NA,N,NE,6,6,85,49,1024.7,1019.7,0,4,12.8,20.5,No,No
8/31/2012,Albany,9.5,21.1,0,3,4.2,NA,NA,NNW,NW,11,9,41,77,1010.7,1008.2,5,7,18.6,17.5,No,Yes
9/1/2012,Albany,10.2,19,12.6,3.2,11.1,NA,NA,NNW,WSW,9,31,72,72,1015.5,1015.2,1,6,14,17.6,Yes,No
9/2/2012,Albany,8.5,21,0,3,8.9,NA,NA,N,WNW,7,17,80,46,1017,1012.2,3,3,14.4,20.1,No,No
9/3/2012,Albany,10.2,20.3,0,2.8,6.8,NA,NA,NNW,WNW,6,13,66,72,1003.8,997.2,2,8,16.1,16.6,No,Yes
9/4/2012,Albany,6.5,13.2,20.6,5.2,2.6,NA,NA,NW,WSW,13,11,85,87,997.4,997.4,7,7,8.4,10,Yes,Yes
9/5/2012,Albany,6.8,14.5,9.2,3.6,1.1,NA,NA,NNW,WSW,7,41,93,92,1012.9,1012.4,8,8,12,12.5,Yes,Yes
9/6/2012,Albany,10.4,14.1,23,1.2,2.5,NA,NA,SW,SW,20,24,73,62,1022.9,1025.1,7,7,12.1,13.7,Yes,No
9/7/2012,Albany,10.6,16.6,0,2.2,9.6,NA,NA,NA,SSE,0,13,80,61,1031.6,1029.6,5,0,13.4,15.6,No,No
9/8/2012,Albany,8.5,22.5,0,3.2,10.9,NA,NA,NNE,NNW,6,4,65,41,1028,1022.3,0,1,14.4,22.1,No,No
9/9/2012,Albany,8.4,21.2,0,3,6.7,NA,NA,N,SE,6,11,74,54,1018.5,1014.6,5,7,13.2,19.5,No,No
9/10/2012,Albany,13.5,22.1,0,1.6,7.7,NA,NA,W,WSW,2,20,83,78,1012.2,1010.9,3,6,15.9,18.4,No,No
9/11/2012,Albany,13.1,17.2,0.4,2,7.8,NA,NA,WNW,WSW,6,33,86,70,1014.3,1016.2,4,5,15,16.1,No,Yes
9/12/2012,Albany,9.3,15.8,9.2,4,8.3,NA,NA,WSW,WSW,22,19,61,58,1028.8,1028.8,5,4,13.5,15.1,Yes,No
9/13/2012,Albany,10.2,18.5,0,3.8,8.7,NA,NA,NW,SW,7,19,70,65,1031.2,1027.5,6,1,14.2,16.6,No,No
9/14/2012,Albany,7.9,18,0,1.8,11,NA,NA,NA,ESE,0,15,89,74,1025.4,1021.4,1,1,12.2,16.5,No,No
9/15/2012,Albany,10.6,19.3,0,2.6,11.1,NA,NA,ENE,ESE,4,19,71,75,1021.8,1020.5,1,1,16.5,17.5,No,No
9/16/2012,Albany,13.8,18.7,0,2.8,NA,NA,NA,E,E,19,20,74,72,1025.7,1022.3,3,3,16.7,17.1,No,No
9/17/2012,Albany,15.4,19.7,0,4,4.9,NA,NA,ENE,E,20,31,60,71,1013.5,1006.7,7,7,17,17.4,No,Yes
9/18/2012,Albany,14.3,22.4,1.6,2.6,5.4,NA,NA,NW,W,6,6,84,67,1002,1001.2,7,3,16,21.1,Yes,Yes
9/19/2012,Albany,13.7,17.6,3.2,3,5.1,NA,NA,NW,WSW,6,19,86,62,1008.9,1007.5,7,5,14.8,17.3,Yes,No
9/20/2012,Albany,12.2,20.6,0.2,2.6,8,NA,NA,NW,WNW,20,11,67,73,1009.1,1009,1,7,16.8,16.8,No,No
9/21/2012,Albany,13.4,22,0,4,6.3,NA,NA,NW,NW,30,28,66,75,1003.3,997.7,4,5,18,18.2,No,Yes
9/22/2012,Albany,6.1,13.5,16.8,7,NA,NA,NA,WSW,WSW,50,39,56,66,1014.8,1019.7,6,6,12,11.9,Yes,No
9/23/2012,Albany,7.6,15.8,0.2,3.2,6,NA,NA,N,ESE,6,13,65,71,1023.1,1020.8,5,7,13.1,14,No,No
9/24/2012,Albany,6.8,22.8,0,2.8,10.3,NA,NA,W,SW,2,13,80,66,1011.7,1006.3,1,7,11.7,17.4,No,No
9/25/2012,Albany,11.4,18.5,0,3.4,6,NA,NA,WNW,WSW,13,22,66,55,1000.8,1000.2,4,5,17,15.8,No,Yes
9/26/2012,Albany,10.3,17.6,2.2,4.6,6.8,NA,NA,NW,WSW,22,7,67,55,1001.5,999.9,7,7,13.6,16,Yes,Yes
9/27/2012,Albany,7.2,12.8,27.2,6.4,1.4,NA,NA,NW,SW,13,19,85,71,1005,1009.4,8,8,8.5,10.6,Yes,Yes
9/28/2012,Albany,6.5,15.7,21.8,6,1.2,NA,NA,WSW,WSW,39,17,81,73,1021,1021.9,7,8,11.4,12.5,Yes,No
9/29/2012,Albany,10.6,18,0,2.8,5.8,NA,NA,NNW,SW,7,17,58,55,1024.6,1022.1,3,5,13.9,16.3,No,No
9/30/2012,Albany,8.4,23.1,0,3.2,11.3,NA,NA,NNE,E,9,24,61,63,1025.2,1021,0,0,16.3,19.5,No,No
10/1/2012,Albany,11.6,31,0,4.2,11.7,NA,NA,NE,NW,6,9,33,17,1019.2,1014.9,0,0,22.8,30.4,No,No
10/2/2012,Albany,12.8,27.2,0,7.2,4.2,NA,NA,NNW,WNW,15,9,23,36,1010.5,1006.5,8,6,24.9,26.9,No,No
10/3/2012,Albany,13.8,19.4,0,3.6,7.6,NA,NA,W,W,17,15,65,84,1010.7,1013,7,6,17.3,15.1,No,Yes
10/4/2012,Albany,8.9,16.3,2.8,3.6,5.5,NA,NA,W,WSW,6,20,79,61,1018.1,1017.7,6,7,13.5,15.1,Yes,Yes
10/5/2012,Albany,8.3,16.4,1.2,4,10.1,NA,NA,W,WSW,6,15,63,53,1024.1,1023.6,4,1,13.8,15.5,Yes,No
10/6/2012,Albany,7.4,18.1,0,3.2,11,NA,NA,NE,E,19,31,58,60,1021.8,1016.7,1,0,15,17.6,No,No
10/7/2012,Albany,14.6,18.8,0,4,10.7,NA,NA,SSW,SW,15,19,74,69,1016.3,1017.9,7,3,16.9,17,No,No
10/8/2012,Albany,12.9,18.4,0,4.4,4.4,NA,NA,NNE,S,6,11,74,85,1023.5,1023,6,7,16.5,16.2,No,No
10/9/2012,Albany,11.2,18,0.2,2,7.3,NA,NA,ESE,ESE,9,19,65,55,1028.5,1027.8,6,1,16,16.2,No,No
10/10/2012,Albany,11,19.3,0,4,11.2,NA,NA,NE,E,22,31,57,57,1031.4,1027.4,1,0,17.2,17.9,No,No
10/11/2012,Albany,11,25.4,0,5.6,11.6,NA,NA,NE,NA,13,NA,50,57,1026.1,1019.7,0,0,16.9,20,No,No
10/12/2012,Albany,14.4,31.7,0,4,11.6,NA,NA,ENE,NA,7,NA,23,49,1011.8,1009,3,1,24.9,22.6,No,No
10/13/2012,Albany,15.7,24.2,0,8,5.9,NA,NA,NW,SW,11,22,59,91,1009.2,1006,5,8,20.3,15.8,No,Yes
10/14/2012,Albany,12.3,17.7,10.4,2.8,4.5,NA,NA,W,W,17,19,89,79,1010.4,1013.4,8,7,15.2,16.6,Yes,No
10/15/2012,Albany,12.8,18.4,0.6,3.6,6.8,NA,NA,W,WSW,13,26,69,74,1019,1019.9,6,7,16.8,16.4,No,No
10/16/2012,Albany,11.9,19.6,0.2,3.2,8.4,NA,NA,NA,ESE,0,19,68,66,1022.9,1019.8,7,1,15.9,17.1,No,No
10/17/2012,Albany,12.2,20.4,0,3.6,8.9,NA,NA,NNE,SW,6,28,80,72,1014.9,1012.8,4,2,16.8,18.2,No,No
10/18/2012,Albany,11.1,24,0,3.4,11.6,NA,NA,NW,WSW,7,24,66,71,1015.2,1012.9,1,4,18.7,20.2,No,No
10/19/2012,Albany,12.3,19.6,0,3.6,3.7,NA,NA,NW,WSW,15,33,65,61,1015.5,1018,7,6,18,16.8,No,No
10/20/2012,Albany,10.2,21.4,0.8,3.2,10.7,NA,NA,ESE,ESE,11,28,57,62,1023.3,1019.7,6,1,16.1,17.4,No,No
10/21/2012,Albany,13,33.4,0,5,11.5,NA,NA,NE,WSW,13,41,51,65,1010.8,1006.3,0,3,21.1,22.2,No,Yes
10/22/2012,Albany,14.6,19.9,2,6.4,4.9,NA,NA,NW,SW,7,24,88,62,1011.3,1009.7,7,6,15.5,17.7,Yes,Yes
10/23/2012,Albany,10.7,17.1,10.6,4.6,7.9,NA,NA,SW,S,19,28,72,68,1018.1,1021.2,6,6,15.2,16,Yes,No
10/24/2012,Albany,12.2,17.8,0.6,3.2,4.9,NA,NA,ESE,ESE,15,19,66,64,1028,1026.8,6,6,15.5,16,No,No
